(+)-camphor biosynthetic process	GO:0046211	(+)-camphor catabolic process	GO:0019383
negative regulation of t-helper 17 cell lineage commitment	GO:2000329	positive regulation of t-helper 17 cell lineage commitment	GO:2000330
negative regulation of t-helper 17 type immune response	GO:2000317	positive regulation of t-helper 17 type immune response	GO:2000318
negative regulation of t-helper 2 cell cytokine production	GO:2000552	positive regulation of t-helper 2 cell cytokine production	GO:2000553
negative regulation of t-helper 2 cell differentiation	GO:0045629	positive regulation of t-helper 2 cell differentiation	GO:0045630
negative regulation of t-helper cell differentiation	GO:0045623	positive regulation of t-helper cell differentiation	GO:0045624
negative regulation of t-snare clustering	GO:1904033	positive regulation of t-snare clustering	GO:1904034
negative regulation of tatiopterin biosynthetic process	GO:1900975	positive regulation of tatiopterin biosynthetic process	GO:1900976
negative regulation of tatiopterin metabolic process	GO:1900978	positive regulation of tatiopterin metabolic process	GO:1900979
negative regulation of tau-protein kinase activity	GO:1902948	positive regulation of tau-protein kinase activity	GO:1902949
negative regulation of teliospore formation	GO:0075258	positive regulation of teliospore formation	GO:0075257
negative regulation of telium development	GO:0075278	positive regulation of telium development	GO:0075277
negative regulation of telomerase activity	GO:0051974	positive regulation of telomerase activity	GO:0051973
negative regulation of telomerase catalytic core complex assembly	GO:1904883	positive regulation of telomerase catalytic core complex assembly	GO:1904884
negative regulation of telomerase rna localization to cajal body	GO:1904873	positive regulation of telomerase rna localization to cajal body	GO:1904874
negative regulation of telomerase rna reverse transcriptase activity	GO:1905662	positive regulation of telomerase rna reverse transcriptase activity	GO:1905663
negative regulation of telomere capping	GO:1904354	positive regulation of telomere capping	GO:1904355
negative regulation of telomere maintenance in response to dna damage	GO:1904506	positive regulation of telomere maintenance in response to dna damage	GO:1904507
negative regulation of telomere maintenance via recombination	GO:0032208	positive regulation of telomere maintenance via recombination	GO:0032209
negative regulation of telomere maintenance via semi-conservative replication	GO:0032214	positive regulation of telomere maintenance via semi-conservative replication	GO:0032215
negative regulation of telomere maintenance via telomerase	GO:0032211	positive regulation of telomere maintenance via telomerase	GO:0032212
negative regulation of telomere maintenance via telomere lengthening	GO:1904357	positive regulation of telomere maintenance via telomere lengthening	GO:1904358
negative regulation of telomere maintenance	GO:0032205	positive regulation of telomere maintenance	GO:0032206
negative regulation of telomeric d-loop disassembly	GO:1905839	positive regulation of telomeric d-loop disassembly	GO:1905840
negative regulation of telomeric dna binding	GO:1904743	positive regulation of telomeric dna binding	GO:1904744
negative regulation of telomeric loop disassembly	GO:1904534	positive regulation of telomeric loop disassembly	GO:1904535
negative regulation of telomeric loop formation	GO:1904419	positive regulation of telomeric loop formation	GO:1904420
negative regulation of telomeric rna transcription from rna pol ii promoter	GO:1901581	positive regulation of telomeric rna transcription from rna pol ii promoter	GO:1901582
negative regulation of tendon cell differentiation	GO:2001050	positive regulation of tendon cell differentiation	GO:2001051
negative regulation of tensidol a biosynthetic process	GO:1900708	positive regulation of tensidol a biosynthetic process	GO:1900709
negative regulation of tensidol b biosynthetic process	GO:1900711	positive regulation of tensidol b biosynthetic process	GO:1900712
negative regulation of terminal button organization	GO:1901613	positive regulation of terminal button organization	GO:1901614
negative regulation of termination of rna polymerase i transcription	GO:2000731	positive regulation of termination of rna polymerase i transcription	GO:2000732
negative regulation of termination of rna polymerase ii transcription, poly(a)-coupled	GO:2000805	positive regulation of termination of rna polymerase ii transcription, poly(a)-coupled	GO:2000806
negative regulation of termination of rna polymerase ii transcription	GO:0120191	positive regulation of termination of rna polymerase ii transcription	GO:1904595
negative regulation of terrequinone a biosynthetic process	GO:1900853	positive regulation of terrequinone a biosynthetic process	GO:1900854
negative regulation of testosterone secretion	GO:2000844	positive regulation of testosterone secretion	GO:2000845
negative regulation of tetrapyrrole biosynthetic process from glutamate	GO:1901411	positive regulation of tetrapyrrole biosynthetic process from glutamate	GO:1901412
negative regulation of tetrapyrrole biosynthetic process from glycine and succinyl-coa	GO:1901414	positive regulation of tetrapyrrole biosynthetic process from glycine and succinyl-coa	GO:1901415
negative regulation of tetrapyrrole biosynthetic process	GO:1901464	positive regulation of tetrapyrrole biosynthetic process	GO:1901465
negative regulation of tetrapyrrole catabolic process	GO:1901405	positive regulation of tetrapyrrole catabolic process	GO:1901406
negative regulation of tetrapyrrole metabolic process	GO:1901402	positive regulation of tetrapyrrole metabolic process	GO:1901403
negative regulation of the force of heart contraction by chemical signal	GO:0003108	positive regulation of the force of heart contraction by chemical signal	GO:0003099
negative regulation of the force of heart contraction	GO:0098736	positive regulation of the force of heart contraction	GO:0098735
negative regulation of thiamine biosynthetic process	GO:0070624	positive regulation of thiamine biosynthetic process	GO:0090180
negative regulation of threonine-trna ligase activity	GO:1905022	positive regulation of threonine-trna ligase activity	GO:1905023
negative regulation of thrombin-activated receptor signaling pathway	GO:0070495	positive regulation of thrombin-activated receptor signaling pathway	GO:0070496
negative regulation of thymidylate synthase biosynthetic process	GO:0050760	positive regulation of thymidylate synthase biosynthetic process	GO:0050759
negative regulation of thymine transport	GO:0035366	positive regulation of thymine transport	GO:0035367
negative regulation of thymocyte aggregation	GO:2000399	positive regulation of thymocyte aggregation	GO:2000400
negative regulation of thymocyte apoptotic process	GO:0070244	positive regulation of thymocyte apoptotic process	GO:0070245
negative regulation of thymocyte migration	GO:2000411	positive regulation of thymocyte migration	GO:2000412
negative regulation of thyroid gland epithelial cell proliferation	GO:1904442	positive regulation of thyroid gland epithelial cell proliferation	GO:1904443
negative regulation of thyroid hormone generation	GO:2000610	positive regulation of thyroid hormone generation	GO:2000611
negative regulation of thyroid hormone mediated signaling pathway	GO:0002156	positive regulation of thyroid hormone mediated signaling pathway	GO:0002157
negative regulation of thyroid-stimulating hormone secretion	GO:2000613	positive regulation of thyroid-stimulating hormone secretion	GO:2000614
negative regulation of tight junction disassembly	GO:1905074	positive regulation of tight junction disassembly	GO:1905075
negative regulation of timing of anagen	GO:0051886	positive regulation of timing of anagen	GO:0051885
negative regulation of timing of catagen	GO:0051796	positive regulation of timing of catagen	GO:0051795
